file name ----------------------------  GMUL  i-count  -- total time --   MIPS
18-01-13-22:47:29_J5204_PERF-ASM.prtfx   193 1.79e+10  196.32s  3m16.32   91.1
18-01-13-22:50:59_J5205_PERF-ASM.prtfx   197 1.83e+10  200.35s  3m20.35   91.1
18-01-13-22:54:23_J5206_PERF-ASM.prtfx   191 1.77e+10  194.38s  3m14.38   91.1
18-01-13-22:57:50_J5207_PERF-ASM.prtfx   194 1.80e+10  197.22s  3m17.22   91.2
18-01-13-23:01:19_J5208_PERF-ASM.prtfx   197 1.83e+10  200.14s  3m20.14   91.2
18-01-13-23:04:41_J5209_PERF-ASM.prtfx   191 1.77e+10  195.67s  3m15.67   90.5
18-01-13-23:08:07_J5210_PERF-ASM.prtfx   194 1.80e+10  197.36s  3m17.36   91.1
18-01-13-23:11:32_J5211_PERF-ASM.prtfx   193 1.79e+10  196.33s  3m16.33   91.1
18-01-13-23:14:52_J5212_PERF-ASM.prtfx   188 1.74e+10  191.16s  3m11.16   91.2
18-01-13-23:18:21_J5213_PERF-ASM.prtfx   197 1.83e+10  200.45s  3m20.45   91.1
18-01-13-23:21:46_J5214_PERF-ASM.prtfx   195 1.81e+10  198.16s  3m18.16   91.2
18-01-13-23:25:14_J5215_PERF-ASM.prtfx   196 1.82e+10  199.22s  3m19.22   91.2
18-01-13-23:28:42_J5216_PERF-ASM.prtfx   197 1.83e+10  200.39s  3m20.39   91.1
18-01-13-23:32:09_J5217_PERF-ASM.prtfx   196 1.82e+10  199.57s  3m19.57   91.0
18-01-13-23:35:38_J5218_PERF-ASM.prtfx   195 1.81e+10  198.35s  3m18.35   91.1
18-01-13-23:39:02_J5219_PERF-ASM.prtfx   194 1.80e+10  197.36s  3m17.36   91.1
18-01-13-23:42:31_J5220_PERF-ASM.prtfx   197 1.83e+10  200.35s  3m20.35   91.1
18-01-13-23:46:00_J5221_PERF-ASM.prtfx   197 1.83e+10  200.29s  3m20.29   91.2
18-01-13-23:49:29_J5222_PERF-ASM.prtfx   196 1.82e+10  199.56s  3m19.56   91.0
18-01-13-23:52:55_J5223_PERF-ASM.prtfx   194 1.80e+10  197.44s  3m17.44   91.1

s370_perf_ana-W: lt= 7: tag T150 not found
s370_perf_ana-W: lt= 8: tag T152 not found

Tag   Comment                : nr     min     max      tpi   w50%    n-rr   n-rx
T100  LR R,R                 : 20     2.1     2.2     2.09  1.27%    1.00   0.28
T101  LA R,n                 : 20     2.8     2.9     2.78  0.77%    1.33   0.37
T102  L R,m                  : 20     7.6     7.8     7.50  1.38%    3.59   1.00
T103  L R,m (unal)           : 20     8.7     8.9     8.59  0.84%    4.11   1.14
T104  LH R,m                 : 20     9.2     9.4     9.08  0.73%    4.34   1.21
T105  LH R,m (unal3)         : 20     9.6     9.9     9.47  1.04%    4.53   1.26
T106  LTR R,R                : 20     3.6     3.7     3.52  0.59%    1.68   0.47
T107  LCR R,R                : 20     3.7     3.7     3.60  0.50%    1.72   0.48
T108  LNR R,R                : 20     3.3     3.4     3.24  0.49%    1.55   0.43
T109  LPR R,R                : 20     3.8     3.9     3.78  0.55%    1.81   0.50
T110  ST R,m                 : 20     7.8     8.0     7.68  0.73%    3.67   1.02
T111  ST R,m (unal)          : 20     8.6     9.3     8.58  3.23%    4.10   1.14
T112  STH R,m                : 20     9.6     9.9     9.50  0.67%    4.54   1.27
T113  STH R,m (unal1)        : 20     9.5     9.6     9.39  0.77%    4.49   1.25
T114  STH R,m (unal3)        : 20     9.5     9.7     9.37  0.70%    4.48   1.25
T115  STC R,m                : 20     8.9     9.2     8.83  0.79%    4.22   1.18
T116  STCM R,i,m (0010)      : 20    12.4    12.7    12.31  0.71%    5.89   1.64
T117  STCM R,i,m (1100)      : 20    13.4    13.6    13.42  0.97%    6.42   1.79
T118  STCM R,i,m (0111)      : 20     9.9    10.1     9.81  0.59%    4.69   1.31
T120  STM 2,3,m (2r)         : 20    11.1    11.3    11.05  1.09%    5.28   1.47
T121  STM 2,7,m (6r)         : 20    14.5    14.9    14.45  1.11%    6.91   1.93
T122  STM 14,12,m (15r)      : 20    19.8    20.2    19.73  0.83%    9.43   2.63
T123  LM 2,3,m (2r)          : 20    11.4    11.6    11.33  0.65%    5.42   1.51
T124  LM 2,7,m (6r)          : 20    15.3    15.7    15.23  1.03%    7.28   2.03
T125  LM 0,11,m (12r)        : 20    20.4    20.8    20.31  0.92%    9.71   2.71
T151  MVC m,m (10c)          : 20    20.1    20.7    20.11  0.68%    9.62   2.68
T154  MVC m,m (100c)         : 20    23.1    23.6    23.05  0.70%   11.02   3.07
T155  MVC m,m (250c)         : 20    31.4    32.0    31.25  1.32%   14.94   4.16
