file name ----------------------------  GMUL  i-count  -- total time --   MIPS
atom-4-perf.txt                           30 3.94e+09  272.79s  4m32.79   14.5
atom-4-perf.txt                           30 3.94e+09  272.74s  4m32.74   14.5
atom-4-perf.txt                           30 3.94e+09  273.05s  4m33.05   14.4
atom-4-perf.txt                           30 3.94e+09  272.82s  4m32.82   14.5
atom-4-perf.txt                           30 3.94e+09  272.80s  4m32.80   14.5
atom-4-perf.txt                           30 3.94e+09  272.79s  4m32.79   14.5
atom-4-perf.txt                           30 3.94e+09  273.01s  4m33.01   14.4
atom-4-perf.txt                           30 3.94e+09  272.80s  4m32.80   14.5
atom-4-perf.txt                           30 3.94e+09  272.40s  4m32.40   14.5
atom-4-perf.txt                           30 3.94e+09  272.61s  4m32.61   14.5
atom-4-perf.txt                           30 3.94e+09  273.10s  4m33.10   14.4
atom-4-perf.txt                           30 3.94e+09  272.91s  4m32.91   14.5
atom-4-perf.txt                           30 3.94e+09  272.74s  4m32.74   14.5
atom-4-perf.txt                           30 3.94e+09  272.70s  4m32.70   14.5
atom-4-perf.txt                           30 3.94e+09  272.62s  4m32.62   14.5
atom-4-perf.txt                           30 3.94e+09  272.90s  4m32.90   14.5
atom-4-perf.txt                           30 3.94e+09  272.66s  4m32.66   14.5
atom-4-perf.txt                           30 3.94e+09  272.84s  4m32.84   14.5
atom-4-perf.txt                           30 3.94e+09  272.73s  4m32.73   14.5
atom-4-perf.txt                           30 3.94e+09  272.82s  4m32.82   14.5
atom-4-perf.txt                           30 3.94e+09  272.97s  4m32.97   14.5
atom-4-perf.txt                           30 3.94e+09  273.10s  4m33.10   14.4
atom-4-perf.txt                           30 3.94e+09  272.58s  4m32.58   14.5
atom-4-perf.txt                           30 3.94e+09  272.92s  4m32.92   14.5
atom-4-perf.txt                           30 3.94e+09  272.88s  4m32.88   14.5
atom-4-perf.txt                           30 3.94e+09  272.91s  4m32.91   14.5
atom-4-perf.txt                           30 3.94e+09  273.18s  4m33.18   14.4
atom-4-perf.txt                           30 3.94e+09  273.15s  4m33.15   14.4
atom-4-perf.txt                           28 3.68e+09  254.74s  4m14.74   14.5
atom-4-perf.txt                           30 3.94e+09  272.61s  4m32.61   14.5
s370_perf version: s370_perf V0.9.7  rev 1003  2018-03-30

Tag   Comment                : nr     min     max      tpi   w50%    n-rr   n-rx
T100  LR R,R                 : 30    11.8    12.3    11.70  0.58%    1.00   0.24
T101  LA R,n                 : 30    14.3    14.8    14.22  0.58%    1.22   0.29
T102  L R,m                  : 30    49.3    51.3    49.58  0.51%    4.24   1.00
T103  L R,m (unal)           : 30    65.8    67.7    66.23  0.55%    5.66   1.34
T104  LH R,m                 : 30    56.4    57.4    56.45  0.69%    4.83   1.14
T105  LH R,m (unal3)         : 30    67.6    69.8    67.74  0.59%    5.79   1.37
T106  LTR R,R                : 30    20.0    20.5    19.87  0.41%    1.70   0.40
T107  LCR R,R                : 30    23.9    24.3    23.86  0.46%    2.04   0.48
T108  LNR R,R                : 30    19.3    19.7    19.25  0.43%    1.65   0.39
T109  LPR R,R                : 30    24.4    24.8    24.32  0.49%    2.08   0.49
T110  ST R,m                 : 30    48.9    49.6    48.76  0.61%    4.17   0.98
T111  ST R,m (unal)          : 30    63.6    64.5    63.60  0.34%    5.44   1.28
T112  STH R,m                : 30    53.4    54.2    53.27  0.69%    4.55   1.07
T113  STH R,m (unal1)        : 30    53.7    54.9    54.04  0.51%    4.62   1.09
T114  STH R,m (unal3)        : 30    63.7    64.8    63.73  0.35%    5.45   1.29
T115  STC R,m                : 30    52.3    53.0    52.10  0.29%    4.45   1.05
T116  STCM R,i,m (0010)      : 30    84.5    85.9    84.82  0.65%    7.25   1.71
T117  STCM R,i,m (1100)      : 30    89.6    91.6    90.49  0.54%    7.74   1.83
T118  STCM R,i,m (0111)      : 30    58.9    60.1    59.28  0.36%    5.07   1.20
T120  STM 2,3,m (2r)         : 30    74.7    75.4    74.63  0.32%    6.38   1.51
T121  STM 2,7,m (6r)         : 30   102.5   103.7   102.70  0.25%    8.78   2.07
T122  STM 14,12,m (15r)      : 30   175.2   176.7   175.41  0.35%   14.99   3.54
T123  LM 2,3,m (2r)          : 30    62.6    63.7    62.60  0.41%    5.35   1.26
T124  LM 2,7,m (6r)          : 30    87.3    89.1    88.16  0.62%    7.54   1.78
T125  LM 0,11,m (12r)        : 30   126.1   129.7   126.62  0.48%   10.82   2.55
T150  MVC m,m (5c)           : 30   143.1   146.0   144.80  0.51%   12.38   2.92
T151  MVC m,m (10c)          : 30   151.9   154.8   153.21  0.59%   13.10   3.09
T152  MVC m,m (15c)          : 30   161.0   164.9   162.48  0.48%   13.89   3.28
T153  MVC m,m (30c)          : 30   185.6   188.6   186.95  0.30%   15.98   3.77
T154  MVC m,m (100c)         : 30   242.9   248.9   246.53  0.56%   21.07   4.97
T155  MVC m,m (250c)         : 30   411.6   418.9   415.69  0.59%   35.53   8.38
