file name ----------------------------  GMUL  i-count  -- total time --   MIPS
2018-04-01-12:21:08_J0395_PERF-ASM.prt   116 1.53e+10  298.90s  4m58.90   51.3
2018-04-01-12:26:43_J0396_PERF-ASM.prt   127 1.68e+10  325.09s  5m25.09   51.7
2018-04-01-12:32:19_J0397_PERF-ASM.prt   128 1.69e+10  326.59s  5m26.59   51.8
2018-04-01-12:37:50_J0398_PERF-ASM.prt   126 1.67e+10  321.05s  5m21.05   51.9
2018-04-01-12:43:30_J0399_PERF-ASM.prt   129 1.71e+10  329.80s  5m29.80   51.7
2018-04-01-12:49:01_J0400_PERF-ASM.prt   126 1.67e+10  321.11s  5m21.11   51.9
2018-04-01-12:54:38_J0401_PERF-ASM.prt   127 1.68e+10  327.31s  5m27.31   51.3
2018-04-01-13:00:11_J0402_PERF-ASM.prt   126 1.67e+10  322.79s  5m22.79   51.6
2018-04-01-13:05:47_J0403_PERF-ASM.prt   128 1.69e+10  326.49s  5m26.49   51.8
2018-04-01-13:11:27_J0404_PERF-ASM.prt   129 1.71e+10  330.64s  5m30.64   51.6
2018-04-01-13:17:02_J0405_PERF-ASM.prt   127 1.68e+10  324.23s  5m24.23   51.8
2018-04-01-13:22:36_J0406_PERF-ASM.prt   127 1.68e+10  324.44s  5m24.44   51.8
2018-04-01-13:28:02_J0407_PERF-ASM.prt   124 1.64e+10  315.59s  5m15.59   52.0
2018-04-01-13:33:35_J0408_PERF-ASM.prt   127 1.68e+10  323.36s  5m23.36   51.9
2018-04-01-13:38:49_J0409_PERF-ASM.prt   120 1.59e+10  304.84s  5m04.84   52.1
2018-04-01-13:44:25_J0410_PERF-ASM.prt   127 1.68e+10  326.11s  5m26.11   51.5
2018-04-01-13:49:45_J0411_PERF-ASM.prt   122 1.61e+10  310.26s  5m10.26   52.0
2018-04-01-13:55:20_J0412_PERF-ASM.prt   128 1.69e+10  325.19s  5m25.19   52.1
2018-04-01-14:00:55_J0413_PERF-ASM.prt   128 1.69e+10  325.59s  5m25.59   52.0
2018-04-01-14:06:31_J0414_PERF-ASM.prt   128 1.69e+10  325.86s  5m25.86   51.9
2018-04-01-14:12:00_J0415_PERF-ASM.prt   125 1.65e+10  318.67s  5m18.67   51.9
2018-04-01-14:17:34_J0416_PERF-ASM.prt   127 1.68e+10  324.40s  5m24.40   51.8
2018-04-01-14:23:04_J0417_PERF-ASM.prt   126 1.67e+10  320.28s  5m20.28   52.0
2018-04-01-14:28:37_J0418_PERF-ASM.prt   126 1.67e+10  323.28s  5m23.28   51.5
2018-04-01-14:34:01_J0419_PERF-ASM.prt   124 1.64e+10  314.75s  5m14.75   52.1
2018-04-01-14:39:35_J0420_PERF-ASM.prt   127 1.68e+10  323.93s  5m23.93   51.8
2018-04-01-14:45:10_J0421_PERF-ASM.prt   127 1.68e+10  325.80s  5m25.80   51.6
2018-04-01-14:50:47_J0422_PERF-ASM.prt   128 1.69e+10  327.44s  5m27.44   51.7
2018-04-01-14:56:17_J0423_PERF-ASM.prt   125 1.65e+10  319.83s  5m19.83   51.7
2018-04-01-15:02:02_J0424_PERF-ASM.prt   131 1.73e+10  335.78s  5m35.78   51.6
s370_perf version: s370_perf V0.9.7  rev 1003  2018-03-30

Tag   Comment                : nr     min     max      tpi   w50%    n-rr   n-rx
T100  LR R,R                 : 30     3.5     3.9     3.53  3.51%    1.00   0.30
T101  LA R,n                 : 30     4.0     4.8     4.08  2.87%    1.15   0.34
T102  L R,m                  : 30    11.6    14.0    11.90  2.07%    3.37   1.00
T103  L R,m (unal)           : 30    14.4    17.1    14.88  1.58%    4.21   1.25
T104  LH R,m                 : 30    14.7    17.2    15.14  2.79%    4.28   1.27
T105  LH R,m (unal3)         : 30    15.4    16.8    15.68  2.51%    4.44   1.32
T106  LTR R,R                : 30     5.1     5.9     5.21  2.12%    1.47   0.44
T107  LCR R,R                : 30     5.1     5.9     5.17  2.26%    1.46   0.44
T108  LNR R,R                : 30     4.7     5.2     4.78  2.27%    1.35   0.40
T109  LPR R,R                : 30     5.1     5.6     5.20  2.72%    1.47   0.44
T110  ST R,m                 : 30    12.0    13.3    12.21  2.15%    3.46   1.03
T111  ST R,m (unal)          : 30    13.3    16.2    13.54  3.16%    3.83   1.14
T112  STH R,m                : 30    15.2    17.6    15.60  2.26%    4.41   1.31
T113  STH R,m (unal1)        : 30    14.6    16.3    14.96  2.73%    4.23   1.26
T114  STH R,m (unal3)        : 30    14.5    16.9    14.97  2.18%    4.24   1.26
T115  STC R,m                : 30    14.5    16.9    14.87  3.17%    4.21   1.25
T116  STCM R,i,m (0010)      : 30    19.3    24.2    19.77  2.57%    5.59   1.66
T117  STCM R,i,m (1100)      : 30    20.1    22.1    20.61  2.27%    5.83   1.73
T118  STCM R,i,m (0111)      : 30    16.2    18.9    16.54  3.15%    4.68   1.39
T120  STM 2,3,m (2r)         : 30    17.3    20.5    17.81  3.35%    5.04   1.50
T121  STM 2,7,m (6r)         : 30    22.0    24.4    22.69  1.85%    6.42   1.91
T122  STM 14,12,m (15r)      : 30    31.7    35.3    32.97  1.39%    9.33   2.77
T123  LM 2,3,m (2r)          : 30    18.1    20.7    18.57  2.18%    5.25   1.56
T124  LM 2,7,m (6r)          : 30    23.1    30.5    23.72  1.98%    6.71   1.99
T125  LM 0,11,m (12r)        : 30    32.5    36.7    33.58  2.18%    9.50   2.82
T150  MVC m,m (5c)           : 30    29.0    33.8    30.26  3.62%    8.56   2.54
T151  MVC m,m (10c)          : 30    34.0    39.0    34.75  2.09%    9.84   2.92
T152  MVC m,m (15c)          : 30    32.2    37.8    33.42  2.39%    9.46   2.81
T153  MVC m,m (30c)          : 30    33.0    35.5    33.98  0.92%    9.62   2.86
T154  MVC m,m (100c)         : 30    39.4    44.9    40.66  1.39%   11.51   3.42
T155  MVC m,m (250c)         : 30    52.7    59.0    54.34  3.00%   15.38   4.57
T156  MVC m,m (250c,over1)   : 30   496.6   559.3   515.47  3.53%  145.87  43.33
T157  MVC m,m (250c,over2)   : 30    52.7    62.7    54.22  2.65%   15.34   4.56
T160  MVI m,i                : 30    13.1    15.1    13.44  2.97%    3.80   1.13
T161  MVN m,m (10c)          : 30    31.5    40.0    32.78  2.27%    9.28   2.76
T162  MVN m,m (30c)          : 30    55.5    66.8    57.18  1.76%   16.18   4.81
T165  MVZ m,m (10c)          : 30    31.6    37.5    32.67  2.20%    9.24   2.75
T166  MVZ m,m (30c)          : 30    55.0    67.1    56.94  2.06%   16.11   4.79
T167  MVCIN m,m (10c)        : 30   123.5   150.0   127.62  3.88%   36.11  10.73
