file name ----------------------------  GMUL  i-count  -- total time --   MIPS
2018-07-06-16:34:34_J0045_PERF-ASM.prt   163 2.16e+10  235.37s  3m55.37   91.6
2018-07-06-16:39:23_J0046_PERF-ASM.prt   200 2.64e+10  284.28s  4m44.28   93.0
2018-07-06-16:44:11_J0047_PERF-ASM.prt   200 2.64e+10  284.15s  4m44.15   93.1
2018-07-06-16:49:00_J0048_PERF-ASM.prt   200 2.64e+10  284.05s  4m44.05   93.1
2018-07-06-16:53:48_J0049_PERF-ASM.prt   200 2.64e+10  284.11s  4m44.11   93.1
2018-07-06-16:58:39_J0050_PERF-ASM.prt   200 2.64e+10  286.69s  4m46.69   92.3
2018-07-06-17:03:28_J0051_PERF-ASM.prt   200 2.64e+10  284.45s  4m44.45   93.0
2018-07-06-17:08:39_J0052_PERF-ASM.prt   200 2.64e+10  306.17s  5m06.17   86.4
2018-07-06-17:13:40_J0053_PERF-ASM.prt   199 2.63e+10  296.78s  4m56.78   88.7
2018-07-06-17:18:51_J0054_PERF-ASM.prt   199 2.63e+10  306.15s  5m06.15   86.0
2018-07-06-17:23:54_J0055_PERF-ASM.prt   197 2.61e+10  298.81s  4m58.81   87.2
s370_perf version: s370_perf V0.9.8  rev 1026  2018-05-27

Tag   Comment                : nr     min     max      tpi   w50%    n-rr   n-rx
T100  LR R,R                 : 11     2.4     2.6     2.31  1.56%    1.00   0.31
T101  LA R,n                 : 11     3.2     3.3     3.12  1.54%    1.35   0.41
T102  L R,m                  : 11     7.7     8.1     7.55  0.78%    3.27   1.00
T103  L R,m (unal)           : 11     8.8     9.2     8.67  0.62%    3.76   1.15
T104  LH R,m                 : 11     9.3     9.5     9.17  0.57%    3.97   1.21
T105  LH R,m (unal3)         : 11    10.5    10.7    10.42  0.47%    4.52   1.38
T106  LTR R,R                : 11     3.5     3.5     3.44  0.53%    1.49   0.46
T107  LCR R,R                : 11     3.6     3.7     3.55  0.39%    1.54   0.47
T108  LNR R,R                : 11     3.3     3.4     3.21  0.53%    1.39   0.43
T109  LPR R,R                : 11     3.9     3.9     3.83  0.42%    1.66   0.51
T110  ST R,m                 : 11     7.7     7.9     7.61  0.69%    3.30   1.01
T111  ST R,m (unal)          : 11     8.5     8.6     8.41  0.74%    3.65   1.11
T112  STH R,m                : 11     9.6     9.8     9.46  0.48%    4.10   1.25
T113  STH R,m (unal1)        : 11     9.5     9.8     9.42  0.58%    4.08   1.25
T114  STH R,m (unal3)        : 11     9.5     9.7     9.40  0.29%    4.08   1.25
T115  STC R,m                : 11     9.0     9.2     8.95  0.48%    3.88   1.19
T116  STCM R,i,m (0010)      : 11    13.6    13.7    13.46  0.41%    5.83   1.78
T117  STCM R,i,m (1100)      : 11    15.2    15.3    15.15  0.27%    6.56   2.01
T118  STCM R,i,m (0111)      : 11    10.2    10.4    10.13  0.61%    4.39   1.34
T120  STM 2,3,m (2r)         : 11    11.5    11.5    11.34  0.38%    4.91   1.50
T121  STM 2,7,m (6r)         : 11    14.5    14.8    14.46  0.30%    6.26   1.92
T122  STM 14,12,m (15r)      : 11    21.3    29.2    21.33  0.75%    9.24   2.83
T123  LM 2,3,m (2r)          : 11    12.0    27.2    11.90  2.03%    5.16   1.58
T124  LM 2,7,m (6r)          : 11    15.5    41.5    15.43  1.19%    6.69   2.04
T125  LM 0,11,m (12r)        : 11    20.4    49.9    20.28  0.71%    8.79   2.69
T150  MVC m,m (5c)           : 11    18.9    47.7    18.91  0.46%    8.19   2.51
T151  MVC m,m (10c)          : 11    21.3    49.6    21.24  0.78%    9.20   2.81
T152  MVC m,m (15c)          : 11    20.3    32.6    20.19  0.82%    8.75   2.67
T153  MVC m,m (30c)          : 11    20.9    26.3    20.85  0.28%    9.04   2.76
T154  MVC m,m (100c)         : 11    25.0    26.0    24.99  0.66%   10.83   3.31
T155  MVC m,m (250c)         : 11    35.2    35.6    35.03  0.45%   15.18   4.64
T156  MVC m,m (250c,over1)   : 11   385.6   392.7   386.28  0.94%  167.39  51.17
T157  MVC m,m (250c,over2)   : 11    35.2    35.8    34.94  0.68%   15.14   4.63
T160  MVI m,i                : 11     8.1     8.2     8.04  0.59%    3.48   1.06
T161  MVN m,m (10c)          : 11    22.2    22.5    22.11  0.34%    9.58   2.93
T162  MVN m,m (30c)          : 11    37.9    38.4    37.72  0.36%   16.34   5.00
T165  MVZ m,m (10c)          : 11    22.2    22.3    22.10  0.22%    9.57   2.93
T166  MVZ m,m (30c)          : 11    37.9    38.4    37.71  0.37%   16.34   5.00
T167  MVCIN m,m (10c)        : 11    75.0    75.5    74.85  0.22%   32.44   9.92
T168  MVCIN m,m (30c)        : 11   210.1   212.8   210.58  0.50%   91.25  27.90
T169  MVCIN m,m (100c)       : 11   690.6   696.7   691.86  0.39%  299.81  91.66
T170  4*Lx;MVCL (10b)        : 11    36.5    37.2    35.89  0.80%   15.55   4.75
T171  4*Lx;MVCL (100b)       : 11    43.9    44.4    43.36  0.40%   18.79   5.74
T172  4*Lx;MVCL (250b)       : 11    54.5    55.3    53.90  0.27%   23.36   7.14
T173  4*Lx;MVCL (1kb)        : 11   118.0   120.0   117.83  0.42%   51.06  15.61
T174  4*LR;MVCL (4kb)        : 11   377.0   381.4   376.88  0.33%  163.32  49.93
T175  4*Lx;MVCL (100b,pad)   : 11    31.6    31.9    31.09  0.44%   13.47   4.12
T176  4*Lx;MVCL (1kb,pad)    : 11    49.1    50.0    48.57  0.44%   21.05   6.43
T177  4*Lx;MVCL (4kb,pad)    : 11   125.4   126.4   124.92  0.28%   54.14  16.55
T178  4*LA;MVCL (1kb,over1)  : 11    24.3    24.7    23.64  0.37%   10.25   3.13
T179  4*LA;MVCL (1kb,over2)  : 11   124.7   126.8   124.43  0.38%   53.92  16.49
T190  IC R,m                 : 11     9.1     9.2     9.03  0.40%    3.91   1.20
T191  ICM R,i,m (0010)       : 11    17.1    17.3    17.03  0.42%    7.38   2.26
T192  ICM R,i,m (1100)       : 11    18.0    18.3    17.95  0.54%    7.78   2.38
T193  ICM R,i,m (0111)       : 11    13.4    13.6    13.38  0.35%    5.80   1.77
T200  AR R,R                 : 11     3.6     3.6     3.50  0.48%    1.52   0.46
T201  A R,m                  : 11     9.4     9.6     9.26  0.35%    4.01   1.23
T202  AH R,m                 : 11    10.1    10.2    10.01  0.41%    4.34   1.33
T203  ALR R,R                : 11     3.0     3.0     2.92  0.12%    1.27   0.39
T204  AL R,m                 : 11    10.6    10.8    10.48  0.29%    4.54   1.39
T205  SR R,R                 : 11     4.1     4.1     4.04  0.45%    1.75   0.53
T206  S R,m                  : 11     9.9    10.1     9.81  0.77%    4.25   1.30
T207  SH R,m                 : 11    10.4    10.6    10.33  0.45%    4.48   1.37
T208  SLR R,R                : 11     3.0     7.6     2.98  1.66%    1.29   0.39
T209  SL R,m                 : 11    10.7    21.5    10.63  0.29%    4.61   1.41
T210  MR R,R                 : 11     5.1     7.9     4.80  0.38%    2.08   0.64
T211  M R,m                  : 11    10.8    22.6    10.54  0.89%    4.57   1.40
T212  MH R,m                 : 11    10.2    19.3     9.86  0.44%    4.27   1.31
T215  XR R,R; DR R,R         : 11    19.3    40.4    18.90  1.43%    8.19   2.50
T216  XR R,R; D R,m          : 11    25.0    47.4    24.66  0.77%   10.68   3.27
T220  SLA R,1                : 11     6.8    10.3     6.54  1.34%    2.83   0.87
T221  SLDA R,1               : 11     7.8     9.1     7.56  0.40%    3.28   1.00
T222  SRA R,1                : 11     5.3     5.4     4.95  0.43%    2.15   0.66
T223  SRDA R,1               : 11     6.5     6.5     6.26  0.29%    2.71   0.83
T224  SRA R,30               : 11     5.3     5.4     4.95  0.38%    2.14   0.66
T225  SRDA R,60              : 11     6.5     6.6     6.25  0.45%    2.71   0.83
T230  XR R,R                 : 11     3.3     3.3     3.23  0.49%    1.40   0.43
T231  X R,m                  : 11     9.7     9.8     9.60  0.41%    4.16   1.27
T232  XI m,i                 : 11    10.1    10.2     9.97  0.40%    4.32   1.32
T235  XC m,m (10c)           : 11    24.7    25.2    24.68  0.55%   10.70   3.27
T236  XC m,m (100c)          : 11   114.7   117.4   114.89  0.93%   49.79  15.22
T237  XC m,m (250c)          : 11   254.0   259.6   254.47  0.28%  110.28  33.71
T238  NR R,R                 : 11     3.3     3.4     3.24  0.14%    1.40   0.43
T239  OR R,R                 : 11     3.3     3.3     3.23  0.41%    1.40   0.43
T240  SLL R,1                : 11     4.6     4.7     4.26  0.45%    1.84   0.56
T241  SLDL R,1               : 11     5.8     6.0     5.65  0.55%    2.45   0.75
T242  SRL R,1                : 11     4.5     4.6     4.20  0.29%    1.82   0.56
T243  SRDL R,1               : 11     5.9     5.9     5.64  0.26%    2.44   0.75
T244  SLL R,30               : 11     4.6     4.6     4.25  0.32%    1.84   0.56
T245  SLDL R,60              : 11     5.9     6.0     5.64  0.51%    2.44   0.75
T250  TM m,i                 : 11     9.3     9.5     9.22  0.37%    4.00   1.22
T252  TR m,m (10c)           : 11    18.4    18.9    18.27  0.25%    7.92   2.42
T253  TR m,m (100c)          : 11    79.0    80.1    78.93  0.47%   34.20  10.46
T254  TR m,m (250c)          : 11   170.9   178.7   171.36  0.56%   74.26  22.70
T255  TRT m,m (10c,zero)     : 11    84.3    86.0    84.69  0.55%   36.70  11.22
T256  TRT m,m (100c,zero)    : 11   774.6   789.6   776.50  0.32%  336.49 102.87
T257  TRT m,m (250c,zero)    : 11  1914.3  1943.4  1921.39  0.19%  832.63 254.55
T258  TRT m,m (250c,10b)     : 11    94.2    96.4    93.93  0.34%   40.70  12.44
T259  TRT m,m (250c,100b)    : 11   789.7   801.8   791.65  0.30%  343.06 104.88
T260  CR R,R                 : 11     2.9     2.9     2.83  0.41%    1.23   0.38
T261  C R,m                  : 11     8.8     9.2     8.69  0.46%    3.77   1.15
T262  CH R,m                 : 11     9.0     9.2     8.87  0.41%    3.84   1.18
T263  CLR R,R                : 11     2.9     2.9     2.81  1.01%    1.22   0.37
T264  CL R,m                 : 11     7.9     8.4     7.82  0.38%    3.39   1.04
T265  CLI m,i                : 11     9.8    10.0     9.69  0.54%    4.20   1.28
T266  CLM R,i,m              : 11    12.9    13.0    12.76  0.41%    5.53   1.69
T270  CLC m,m (10c,eq)       : 11    38.7    39.3    38.48  0.24%   16.67   5.10
T271  CLC m,m (10c,ne)       : 11    32.9    33.6    32.68  0.49%   14.16   4.33
T272  CLC m,m (30c,eq)       : 11    51.8    52.7    51.60  0.51%   22.36   6.84
T273  CLC m,m (30c,ne)       : 11    32.9    33.1    32.59  0.36%   14.12   4.32
