file name ----------------------------  GMUL  i-count  -- total time --   MIPS
2020-04-18-17:01:58_J0001_PERF-ASM.prt   211 2.79e+10  293.30s  4m53.30   95.1
2020-04-18-17:06:59_J0002_PERF-ASM.prt   212 2.80e+10  294.63s  4m54.63   95.2
2020-04-18-17:11:59_J0003_PERF-ASM.prt   212 2.80e+10  294.68s  4m54.68   95.1
2020-04-18-17:16:56_J0004_PERF-ASM.prt   209 2.76e+10  290.43s  4m50.43   95.2
2020-04-18-17:21:56_J0005_PERF-ASM.prt   212 2.80e+10  294.61s  4m54.61   95.2
2020-04-18-17:26:53_J0006_PERF-ASM.prt   209 2.76e+10  290.45s  4m50.45   95.2
2020-04-18-17:31:48_J0007_PERF-ASM.prt   208 2.75e+10  289.11s  4m49.11   95.1
2020-04-18-17:36:44_J0008_PERF-ASM.prt   209 2.76e+10  290.54s  4m50.54   95.1
2020-04-18-17:41:42_J0009_PERF-ASM.prt   210 2.78e+10  291.84s  4m51.84   95.2
2020-04-18-17:46:43_J0010_PERF-ASM.prt   211 2.79e+10  294.50s  4m54.50   94.8
2020-04-18-17:51:42_J0011_PERF-ASM.prt   211 2.79e+10  293.25s  4m53.25   95.2
2020-04-18-17:56:41_J0012_PERF-ASM.prt   211 2.79e+10  293.17s  4m53.17   95.2
2020-04-18-18:01:36_J0013_PERF-ASM.prt   208 2.75e+10  288.89s  4m48.89   95.2
2020-04-18-18:06:38_J0014_PERF-ASM.prt   213 2.82e+10  296.02s  4m56.02   95.2
2020-04-18-18:11:33_J0015_PERF-ASM.prt   208 2.75e+10  288.92s  4m48.92   95.2
2020-04-18-18:16:26_J0016_PERF-ASM.prt   207 2.74e+10  287.60s  4m47.60   95.2
2020-04-18-18:21:22_J0017_PERF-ASM.prt   209 2.76e+10  290.31s  4m50.31   95.2
2020-04-18-18:26:24_J0018_PERF-ASM.prt   213 2.82e+10  296.02s  4m56.02   95.2
2020-04-18-18:31:25_J0019_PERF-ASM.prt   212 2.80e+10  294.67s  4m54.67   95.1
2020-04-18-18:36:24_J0020_PERF-ASM.prt   211 2.79e+10  293.45s  4m53.45   95.1
2020-04-18-18:41:22_J0021_PERF-ASM.prt   210 2.78e+10  292.20s  4m52.20   95.0
2020-04-18-18:46:19_J0022_PERF-ASM.prt   209 2.76e+10  290.79s  4m50.79   95.1
2020-04-18-18:51:20_J0023_PERF-ASM.prt   212 2.80e+10  294.61s  4m54.61   95.2
2020-04-18-18:56:16_J0024_PERF-ASM.prt   209 2.76e+10  290.68s  4m50.68   95.1
2020-04-18-19:01:15_J0025_PERF-ASM.prt   211 2.79e+10  293.13s  4m53.13   95.2
2020-04-18-19:06:12_J0026_PERF-ASM.prt   209 2.76e+10  290.43s  4m50.43   95.2
2020-04-18-19:11:06_J0027_PERF-ASM.prt   207 2.74e+10  287.80s  4m47.80   95.1
2020-04-18-19:15:58_J0028_PERF-ASM.prt   206 2.72e+10  286.46s  4m46.46   95.1
2020-04-18-19:20:59_J0029_PERF-ASM.prt   212 2.80e+10  294.67s  4m54.67   95.1
2020-04-18-19:25:54_J0030_PERF-ASM.prt   208 2.75e+10  288.91s  4m48.91   95.2
2020-04-18-19:30:49_J0031_PERF-ASM.prt   208 2.75e+10  289.11s  4m49.11   95.1
s370_perf version: s370_perf V0.9.8  rev 1026  2018-05-27

Tag   Comment                : nr     min     max      tpi   w50%    n-rr   n-rx
T100  LR R,R                 : 31     2.2     2.3     2.16  0.54%    1.00   0.30
T101  LA R,n                 : 31     3.0     3.0     2.93  0.80%    1.36   0.41
T102  L R,m                  : 31     7.2     7.4     7.14  0.67%    3.31   1.00
T103  L R,m (unal)           : 31     8.2     8.4     8.18  0.78%    3.80   1.15
T104  LH R,m                 : 31     8.7     8.9     8.61  0.58%    3.99   1.21
T105  LH R,m (unal3)         : 31     9.9    10.1     9.82  0.81%    4.55   1.38
T106  LTR R,R                : 31     3.3     3.4     3.23  0.38%    1.50   0.45
T107  LCR R,R                : 31     3.4     3.5     3.34  0.82%    1.55   0.47
T108  LNR R,R                : 31     3.1     3.1     3.03  0.65%    1.40   0.42
T109  LPR R,R                : 31     3.7     3.7     3.61  0.80%    1.67   0.51
T110  ST R,m                 : 31     7.2     7.5     7.18  0.75%    3.33   1.01
T111  ST R,m (unal)          : 31     8.0     8.2     7.95  0.70%    3.69   1.11
T112  STH R,m                : 31     9.0     9.2     8.90  0.79%    4.13   1.25
T113  STH R,m (unal1)        : 31     8.9     9.2     8.89  1.18%    4.12   1.25
T114  STH R,m (unal3)        : 31     8.9     9.1     8.89  0.69%    4.12   1.25
T115  STC R,m                : 31     8.5     8.7     8.41  0.71%    3.90   1.18
T116  STCM R,i,m (0010)      : 31    12.7    13.0    12.70  0.85%    5.89   1.78
T117  STCM R,i,m (1100)      : 31    14.3    14.8    14.25  0.65%    6.61   2.00
T118  STCM R,i,m (0111)      : 31     9.6     9.9     9.56  0.57%    4.43   1.34
T120  STM 2,3,m (2r)         : 31    10.7    11.1    10.71  0.64%    4.97   1.50
T121  STM 2,7,m (6r)         : 31    13.7    14.1    13.65  0.78%    6.33   1.91
T122  STM 14,12,m (15r)      : 31    20.1    22.1    20.10  0.81%    9.32   2.82
T123  LM 2,3,m (2r)          : 31    11.2    11.6    11.18  0.63%    5.19   1.57
T124  LM 2,7,m (6r)          : 31    14.6    14.9    14.53  0.73%    6.74   2.04
T125  LM 0,11,m (12r)        : 31    19.2    19.5    19.14  0.71%    8.88   2.68
T150  MVC m,m (5c)           : 31    17.8    18.3    17.84  0.83%    8.27   2.50
T151  MVC m,m (10c)          : 31    20.1    20.4    20.11  0.79%    9.33   2.82
T152  MVC m,m (15c)          : 31    19.1    19.5    19.08  0.77%    8.85   2.67
T153  MVC m,m (30c)          : 31    19.7    20.2    19.76  0.80%    9.16   2.77
T154  MVC m,m (100c)         : 31    23.5    24.1    23.61  0.87%   10.95   3.31
T155  MVC m,m (250c)         : 31    33.2    33.8    33.07  0.72%   15.34   4.63
T156  MVC m,m (250c,over1)   : 31   359.4   367.1   361.64  0.83%  167.73  50.66
T157  MVC m,m (250c,over2)   : 31    33.2    34.0    33.12  0.49%   15.36   4.64
T160  MVI m,i                : 31     7.6     7.8     7.57  0.75%    3.51   1.06
T161  MVN m,m (10c)          : 31    20.8    21.4    20.81  0.39%    9.65   2.91
T162  MVN m,m (30c)          : 31    35.7    36.3    35.57  0.56%   16.50   4.98
T165  MVZ m,m (10c)          : 31    20.9    21.2    20.83  0.98%    9.66   2.92
T166  MVZ m,m (30c)          : 31    35.7    39.1    35.63  0.64%   16.52   4.99
T167  MVCIN m,m (10c)        : 31    70.6    72.0    70.70  0.67%   32.79   9.90
T168  MVCIN m,m (30c)        : 31   197.6   202.6   198.53  0.78%   92.08  27.81
