s370_perf_ana  -w3  -cp 57.158  -t311 171.474

file name ----------------------------  GMUL  i-count  -- total time --   MIPS
2003-12-24-11:12:50_J0150_PERF-ASM.prt     8 1.05e+09  377.75s  6m17.75    2.8
2003-12-24-11:20:18_J0151_PERF-ASM.prt     8 1.05e+09  377.81s  6m17.81    2.8
2003-12-24-11:27:45_J0152_PERF-ASM.prt     8 1.05e+09  378.27s  6m18.27    2.8
2003-12-24-11:35:13_J0153_PERF-ASM.prt     8 1.05e+09  377.43s  6m17.43    2.8
2003-12-24-11:42:41_J0154_PERF-ASM.prt     8 1.05e+09  377.18s  6m17.18    2.8
2003-12-24-11:50:05_J0155_PERF-ASM.prt     8 1.05e+09  377.17s  6m17.17    2.8
2003-12-24-11:57:29_J0156_PERF-ASM.prt     8 1.05e+09  377.17s  6m17.17    2.8
2003-12-24-12:04:57_J0157_PERF-ASM.prt     8 1.05e+09  377.42s  6m17.42    2.8
2003-12-24-12:12:27_J0158_PERF-ASM.prt     8 1.05e+09  377.80s  6m17.80    2.8
2003-12-24-12:19:57_J0159_PERF-ASM.prt     8 1.05e+09  377.75s  6m17.75    2.8
2003-12-24-12:27:26_J0160_PERF-ASM.prt     8 1.05e+09  377.44s  6m17.44    2.8
2003-12-24-12:34:54_J0161_PERF-ASM.prt     8 1.05e+09  377.41s  6m17.41    2.8
2003-12-24-12:42:23_J0162_PERF-ASM.prt     8 1.05e+09  377.17s  6m17.17    2.8
2003-12-24-12:49:51_J0163_PERF-ASM.prt     8 1.05e+09  377.17s  6m17.17    2.8
2003-12-24-12:57:20_J0164_PERF-ASM.prt     8 1.05e+09  377.18s  6m17.18    2.8
2003-12-24-13:04:48_J0165_PERF-ASM.prt     8 1.05e+09  377.47s  6m17.47    2.8
2003-12-24-13:12:15_J0166_PERF-ASM.prt     8 1.05e+09  377.18s  6m17.18    2.8
2003-12-24-13:19:43_J0167_PERF-ASM.prt     8 1.05e+09  377.85s  6m17.85    2.8
2003-12-24-13:27:11_J0168_PERF-ASM.prt     8 1.05e+09  377.17s  6m17.17    2.8
2003-12-24-13:34:40_J0169_PERF-ASM.prt     8 1.05e+09  377.76s  6m17.76    2.8
2003-12-24-13:42:07_J0170_PERF-ASM.prt     8 1.05e+09  377.17s  6m17.17    2.8
2003-12-24-13:49:36_J0171_PERF-ASM.prt     8 1.05e+09  378.27s  6m18.27    2.8
2003-12-24-13:57:04_J0172_PERF-ASM.prt     8 1.05e+09  377.45s  6m17.45    2.8
2003-12-24-14:04:32_J0173_PERF-ASM.prt     8 1.05e+09  377.19s  6m17.19    2.8
2003-12-24-14:12:00_J0174_PERF-ASM.prt     8 1.05e+09  377.42s  6m17.42    2.8
2003-12-24-14:19:30_J0175_PERF-ASM.prt     8 1.05e+09  377.47s  6m17.47    2.8
2003-12-24-14:26:54_J0176_PERF-ASM.prt     8 1.05e+09  377.19s  6m17.19    2.8
2003-12-24-14:34:21_J0177_PERF-ASM.prt     8 1.05e+09  377.17s  6m17.17    2.8
2003-12-24-14:41:46_J0178_PERF-ASM.prt     8 1.05e+09  377.80s  6m17.80    2.8
2003-12-24-14:49:15_J0179_PERF-ASM.prt     8 1.05e+09  377.17s  6m17.17    2.8
s370_perf version: s370_perf V0.9.7  rev 1003  2018-03-30  

Tag   Comment                : nr     min     max      tpi   w50%    n-rr   n-rx    n-cp  e-cp%   mcc
T100  LR R,R                 : 30    58.9    59.1    57.16 0.239%    1.00   0.33    1.00     0%     1
T101  LA R,n                 : 30    60.0    60.7    58.46 0.367%    1.02   0.33    1.02     2%     1
T102  L R,m                  : 30   178.0   179.1   174.70 0.337%    3.06   1.00    3.06     5%     3
T103  L R,m (unal)           : 30   235.5   236.3   232.75 0.272%    4.07   1.33    4.07     7%     4
T104  LH R,m                 : 30   178.0   179.6   174.64 0.070%    3.06   1.00    3.06     5%     3
T105  LH R,m (unal3)         : 30   235.5   236.4   232.88 0.312%    4.07   1.33    4.07     7%     4
T106  LTR R,R                : 30    58.8    59.3    57.16 0.473%    1.00   0.33    1.00     0%     1
T107  LCR R,R                : 30    58.8    59.8    57.14 0.517%    1.00   0.33    1.00     0%     1
T108  LNR R,R                : 30   116.0   116.8   114.55 0.274%    2.00   0.66    2.00     0%     2
T109  LPR R,R                : 30   116.0   116.5   114.42 0.253%    2.00   0.65    2.00     0%     2
T110  ST R,m                 : 30   164.9   166.7   161.82 0.352%    2.83   0.93    2.83   -16%     3
T111  ST R,m (unal)          : 30   334.1   335.3   331.33 0.037%    5.80   1.90    5.80   -20%     6
T112  STH R,m                : 30   222.9   225.5   219.65 0.351%    3.84   1.26    3.84   -15%     4
T113  STH R,m (unal1)        : 30   218.2   219.2   214.95 0.356%    3.76   1.23    3.76   -23%     4
T114  STH R,m (unal3)        : 30   334.1   336.5   331.44 0.264%    5.80   1.90    5.80   -20%     6
T115  STC R,m                : 30   164.9   165.7   161.59 0.468%    2.83   0.92    2.83   -17%     3
T116  STCM R,i,m (0010)      : 30   244.5   247.0   242.13 0.389%    4.24   1.39    4.24    23%     4
T117  STCM R,i,m (1100)      : 30   244.5   245.9   241.24 0.085%    4.22   1.38    4.22    22%     4
T118  STCM R,i,m (0111)      : 30   244.5   246.8   241.94 0.303%    4.23   1.38    4.23    23%     4
T120  STM 2,3,m (2r)         : 30   240.1   242.4   236.80 0.351%    4.14   1.36    4.14    14%     4
T121  STM 2,7,m (6r)         : 30   469.1   471.4   466.81 0.197%    8.17   2.67    8.17    16%     8
T122  STM 14,12,m (15r)      : 30   991.0   996.4   987.92 0.012%   17.28   5.66   17.28    28%    17
T123  LM 2,3,m (2r)          : 30   236.5   238.0   233.26 0.361%    4.08   1.34    4.08     8%     4
T124  LM 2,7,m (6r)          : 30   469.1   470.6   466.91 0.260%    8.17   2.67    8.17    16%     8
T125  LM 0,11,m (12r)        : 30   818.8   825.9   814.77 0.204%   14.25   4.66   14.25    25%    14
T150  MVC m,m (5c)           : 30   557.5   561.5   555.61 0.283%    9.72   3.18    9.72   -27%    10
T151  MVC m,m (10c)          : 30   729.4   731.4   727.69 0.033%   12.73   4.17   12.73   -26%    13
T152  MVC m,m (15c)          : 30   842.2   849.4   840.48 0.019%   14.70   4.81   14.70   -29%    15
T153  MVC m,m (30c)          : 30  1246.3  1248.7  1243.19 0.127%   21.75   7.12   21.75   -24%    22
T154  MVC m,m (100c)         : 30  3220.7  3230.6  3219.37 0.076%   56.32  18.43   56.32    32%    56
T155  MVC m,m (250c)         : 30  7704.0  7709.9  7698.33 0.034%  134.67  44.07  134.69   -31%   135
T156  MVC m,m (250c,over1)   : 30  2440.7  2483.2  2432.15 0.005%   42.55  13.92   42.55   -44%    43
