1964-05-01_s360-70.dat
   fi  ti inst       fwt      tpi     twt     cwt   tag m comment
    6   0  MVC    0.0418  8000.00  0.2095  0.2095  T151   MVC m,m (10c)
    7   1  CLC    0.0342  4600.00  0.0986  0.3080  T271   CLC m,m (10c,ne)
    0   2  BC n   0.0875  1000.00  0.0548  0.3628  T301 * BNZ l (no br)
    1   3  BC y   0.0875  1000.00  0.0548  0.4177  T302 * BNZ l (do br)
    2   4  L      0.0648  1050.00  0.0426  0.4603  T102   L R,m
    3   5  TM     0.0610  1080.00  0.0413  0.5016  T250   TM m,i
   15   6  LM     0.0220  2960.00  0.0408  0.5424  T124   LM 2,7,m (6r)
    4   7  LA     0.0498  1080.00  0.0337  0.5760  T101   LA R,n
    5   8  CLI    0.0424  1120.00  0.0297  0.6058  T265   CLI m,i
   10   9  ST     0.0306  1260.00  0.0242  0.6299  T110   ST R,m
   23  10  STM    0.0132  2660.00  0.0220  0.6519  T121   STM 2,7,m (6r)
    8  11  BCR n  0.0328  1000.00  0.0205  0.6725  T300   BCR 0,0 (noop)
    9  12  BCR y  0.0328  1000.00  0.0205  0.6930  T304 * BR R
   48  13  TRT    0.0017 18600.00  0.0198  0.7128  T255   TRT m,m (10c,zero)
   16  14  STH    0.0214  1460.00  0.0196  0.7324  T112   STH R,m
   12  15  LH     0.0257  1120.00  0.0180  0.7504  T104   LH R,m
   11  16  BALR   0.0278  1000.00  0.0174  0.7679  D320   BALR R,R
   20  17  MVI    0.0174  1460.00  0.0159  0.7838  T160   MVI m,i
   29  18  EX     0.0076  3200.00  0.0152  0.7990  D610   EX R,i (bare, via TM)
   13  19  BAL    0.0240  1000.00  0.0150  0.8140  D322   BAL R,R
   17  20  IC     0.0206  1120.00  0.0145  0.8285  T190   IC R,m
   40  21  D      0.0038  5700.00  0.0136  0.8421  D216   D R,m
   18  22  BCT    0.0187  1000.00  0.0117  0.8538  T312   BCT R,l
   21  23  AH     0.0165  1120.00  0.0116  0.8654  T202   AH R,m
   55  24  TR     0.0010 18000.00  0.0113  0.8766  T252   TR m,m (10c)
   46  25  MVZ    0.0020  7600.00  0.0095  0.8862  T165   MVZ m,m (10c)
   34  26  NI     0.0062  2200.00  0.0085  0.8947  T232 * XI m,i
   35  27  OI     0.0060  2200.00  0.0083  0.9030  T232 * XI m,i
   24  28  C      0.0122  1050.00  0.0080  0.9110  T261   C R,m
   32  29  STC    0.0072  1460.00  0.0066  0.9176  T115   STC R,m
   14  30  LR     0.0234   400.00  0.0059  0.9234  T100   LR R,R
   52  31  CVD    0.0013  7200.00  0.0059  0.9293  T401   CVD R,m
   27  32  BCTR   0.0090  1000.00  0.0056  0.9349  T311   BCTR R,R
