s370_perf_sum  -rat  -k r2  -i 

File num: name ----------------------------------- #test w50-med  w50-max
      01: 2018-04-28_srv4.dat                        330   3.54%    12.3%
      02: 2018-04-29_srv3.dat                        330   9.05%    19.6%

Tag   Comment                :     tpi01     tpi02 :  t02/t01
D325  BAS R,R                :      9.53      9.61 :    1.008
T169  MVCIN m,m (100c)       :    624.26    633.96 :    1.016
T193  ICM R,i,m (0111)       :     12.94     13.18 :    1.019
D323  BAL R,R (far)          :     19.16     19.59 :    1.022
T311  BCTR R,R               :      6.76      6.94 :    1.027
T192  ICM R,i,m (1100)       :     16.74     17.19 :    1.027
D176  MVCL (1kb,pad)         :     35.17     36.13 :    1.027
T166  MVZ m,m (30c)          :     34.50     35.45 :    1.028
D324  BASR R,R               :      7.92      8.14 :    1.028
D620  TS m (zero)            :     34.45     35.55 :    1.032
T167  MVCIN m,m (10c)        :     67.61     69.95 :    1.035
T275  CLC m,m (100c,ne)      :     30.10     31.16 :    1.035
T152  MVC m,m (15c)          :     17.95     18.59 :    1.036
T191  ICM R,i,m (0010)       :     15.95     16.52 :    1.036
T165  MVZ m,m (10c)          :     19.03     19.72 :    1.036
T312  BCT R,l                :      8.14      8.44 :    1.037
T544  MDR R,R                :     14.78     15.35 :    1.039
D321  BALR R,R (far)         :     17.03     17.69 :    1.039
T254  TR m,m (250c)          :    134.09    139.30 :    1.039
T523  HER R,R                :      5.28      5.49 :    1.040
T400  CVB R,m                :     36.18     37.63 :    1.040
T162  MVN m,m (30c)          :     34.52     35.92 :    1.041
T547  DD R,m                 :    169.74    176.72 :    1.041
D215  DR R,R                 :     14.96     15.58 :    1.041
T151  MVC m,m (10c)          :     19.34     20.16 :    1.042
T100  LR R,R                 :      2.12      2.21 :    1.042
T116  STCM R,i,m (0010)      :     11.11     11.59 :    1.043
T168  MVCIN m,m (30c)        :    190.02    198.27 :    1.043
T205  SR R,R                 :      3.43      3.58 :    1.044
T300  BCR 0,0 (noop)         :      2.48      2.59 :    1.044
D295  CDS R,R,m (eq,eq)      :     38.39     40.10 :    1.045
T509  STE R,m (unal)         :      7.90      8.26 :    1.046
T401  CVD R,m                :     28.30     29.59 :    1.046
T274  CLC m,m (100c,eq)      :     90.82     95.01 :    1.046
T157  MVC m,m (250c,over2)   :     28.76     30.09 :    1.046
D177  MVCL (4kb,pad)         :    100.10    104.73 :    1.046
T302  BNZ l (do br)          :      7.33      7.67 :    1.046
D296  CDS R,R,m (eq,ne)      :     38.37     40.16 :    1.047
T252  TR m,m (10c)           :     16.18     16.94 :    1.047
D291  CS R,R,m (eq,ne)       :     37.01     38.75 :    1.047
T260  CR R,R                 :      2.55      2.67 :    1.047
D427  DP m,m (30d)           :   1039.63   1088.78 :    1.047
T546  DDR R,R                :    166.29    174.16 :    1.047
T161  MVN m,m (10c)          :     19.14     20.05 :    1.048
T270  CLC m,m (10c,eq)       :     35.67     37.37 :    1.048
T276  CLC m,m (250c,eq)      :    182.71    191.43 :    1.048
D283  CLCL (4kb,250b)        :   2006.99   2103.03 :    1.048
T530  LDR R,R                :      4.76      4.99 :    1.048
T600  STCK m                 :     66.32     69.54 :    1.049
D290  CS R,R,m (eq,eq)       :     37.03     38.83 :    1.049
T301  BNZ l (no br)          :      2.24      2.35 :    1.049
T403  PACK m,m (15d)         :     85.30     89.50 :    1.049
T515  ME R,m                 :     13.76     14.44 :    1.049
D426  DP m,m (10d)           :    432.12    453.64 :    1.050
T277  CLC m,m (250c,ne)      :     30.15     31.67 :    1.050
T273  CLC m,m (30c,ne)       :     30.00     31.55 :    1.052
T441  ZAP m,m (30d,30d)      :     94.10     99.02 :    1.052
T117  STCM R,i,m (1100)      :     11.99     12.62 :    1.053
T272  CLC m,m (30c,eq)       :     47.85     50.37 :    1.053
D282  CLCL (4kb,100b)        :    816.61    860.64 :    1.054
T154  MVC m,m (100c)         :     21.68     22.85 :    1.054
T424  MP m,m (10d)           :    246.47    259.78 :    1.054
T315  BXLE R,R,l             :      8.24      8.69 :    1.055
T445  SRP m,i,i (30d,<<)     :    112.30    118.45 :    1.055
D175  MVCL (100b,pad)        :     17.34     18.29 :    1.055
T561  MXR R,R                :     28.08     29.62 :    1.055
T271  CLC m,m (10c,ne)       :     29.83     31.47 :    1.055
T402  PACK m,m (5d)          :     34.34     36.23 :    1.055
T266  CLM R,i,m              :     10.86     11.46 :    1.055
D280  CLCL (100b,10b)        :     92.20     97.32 :    1.056
T423  SP m,m (30d)           :    230.59    243.49 :    1.056
T305  BR R (far)             :     10.12     10.70 :    1.057
T200  AR R,R                 :      2.96      3.13 :    1.057
T537  LRDR R,R               :      6.23      6.59 :    1.058
D174  MVCL (4kb)             :    294.22    311.27 :    1.058
T545  MD R,m                 :     19.18     20.32 :    1.059
T517  DE R,m                 :     23.67     25.08 :    1.060
T404  UNPK m,m (5d)          :     38.17     40.46 :    1.060
T543  SD R,m                 :     17.66     18.72 :    1.060
T516  DER R,R                :     21.04     22.31 :    1.060
T153  MVC m,m (30c)          :     18.38     19.49 :    1.060
D216  D R,m                  :     18.69     19.84 :    1.062
T405  UNPK m,m (15d)         :     93.33     99.09 :    1.062
T553  HDR R,R                :      6.13      6.51 :    1.062
D179  MVCL (1kb,over2)       :     93.12     98.90 :    1.062
T508  STE R,m                :      7.60      8.08 :    1.063
D170  MVCL (10b)             :     21.65     23.02 :    1.063
T552  AWR R,R                :     10.32     10.98 :    1.064
D281  CLCL (4kb,10b)         :     92.64     98.61 :    1.064
T514  MER R,R                :      9.60     10.22 :    1.065
T601  SPM R                  :      2.63      2.80 :    1.065
T507  LRER R,R               :      5.37      5.72 :    1.065
T521  CE R,m                 :     14.04     14.96 :    1.066
T150  MVC m,m (5c)           :     16.25     17.32 :    1.066
T155  MVC m,m (250c)         :     28.70     30.60 :    1.066
T115  STC R,m                :      7.39      7.88 :    1.066
T259  TRT m,m (250c,100b)    :    686.42    732.02 :    1.066
T257  TRT m,m (250c,zero)    :   1662.61   1773.11 :    1.066
